,0,1,2
0,1.3274827e-07,8.471274e-05,0.9999151
1,0.0002476184,0.009299018,0.99045336
2,2.4659408e-07,0.00023000568,0.99976975
3,9.632278e-05,0.08937003,0.91053367
4,6.6190536e-05,1.1891943e-06,0.99993265
5,9.028621e-08,0.99991846,8.1415375e-05
6,0.16030633,0.834287,0.0054066274
7,4.595676e-06,0.99999154,3.8398643e-06
8,1.6966234e-05,0.00010411998,0.9998789
9,5.5589255e-05,0.9994098,0.0005345979
10,5.6025633e-06,0.00036841544,0.9996259
11,6.4418674e-07,0.00020968971,0.99978966
12,0.00016636535,0.039843556,0.95999
13,5.493136e-11,0.99999845,1.5617302e-06
14,3.8310914e-06,1.2641559e-05,0.99998355
15,7.0067966e-07,0.9998541,0.00014513369
16,1.2966328e-05,0.0019305833,0.9980565
17,0.007878311,0.038787283,0.95333445
18,3.3384775e-12,0.99999845,1.5942192e-06
19,0.9876506,0.0004806156,0.011868852
20,0.00014738768,1.6148497e-06,0.999851
21,0.99684334,0.0027680518,0.00038862193
22,3.5094242e-08,0.99994564,5.4406188e-05
23,7.512739e-05,0.9988783,0.0010465848
24,1.6187133e-07,0.99927455,0.0007252869
25,2.054533e-05,0.00018802701,0.99979144
26,2.8056463e-10,0.9999962,3.7797988e-06
27,4.785415e-08,0.99987626,0.0001237214
28,6.451256e-09,3.2213272e-06,0.9999968
29,3.08652e-08,2.3859116e-07,0.99999976
30,0.99179524,4.2466836e-06,0.008200509
31,0.072542556,0.0007517281,0.9267057
32,1.5492455e-12,0.99998426,1.5776573e-05
33,3.457962e-11,0.99941325,0.00058670744
34,8.106981e-06,1.5692563e-05,0.99997616
35,1.2539729e-07,1.5644534e-06,0.99999833
36,2.6574884e-05,3.2170978e-05,0.99994123
37,0.0004365543,0.0005302145,0.9990332
38,4.0254184e-07,0.00023236283,0.99976724
39,2.574442e-08,3.414355e-05,0.9999658
40,0.00014230562,0.0001352539,0.9997224
41,0.00020612596,0.00051237346,0.99928147
42,2.0091305e-08,0.020265434,0.9797346
43,0.9186298,0.0003183129,0.081051864
44,0.00011796141,0.012430548,0.9874515
45,4.8045255e-08,6.2112895e-06,0.9999937
46,1.2111155e-10,0.9999995,5.2347445e-07
47,2.4634207e-07,0.99999845,1.2947642e-06
48,0.04137477,0.0028668307,0.95575833
49,2.7543601e-06,2.1894307e-06,0.9999951
50,1.1198637e-07,1.7311571e-05,0.9999826
51,1.5513899e-09,7.416894e-06,0.9999926
52,2.0851692e-05,0.00045988426,0.9995192
53,7.4258996e-06,0.0013233055,0.99866927
54,7.072452e-09,8.800942e-06,0.9999912
55,3.679986e-07,0.00013416525,0.9998654
56,1.0875382e-08,0.99991345,8.658225e-05
57,4.6708055e-09,0.9996835,0.00031657
58,7.945269e-05,0.00021636505,0.9997042
59,8.8865265e-05,0.004082492,0.9958287
60,0.0027617172,0.939787,0.057451393
61,5.483996e-06,8.561756e-05,0.9999089
62,3.1508227e-07,0.9981785,0.00182112
63,9.753067e-08,0.9999846,1.530614e-05
64,0.91223466,0.0063589443,0.081406325
65,0.880336,0.09787564,0.021788461
66,5.437665e-09,0.9999912,8.785494e-06
67,3.794949e-08,0.9998356,0.00016438896
68,6.7262334e-08,0.99976367,0.00023624477
